mr,text,errors,incorrect,duplicate,mr_len,SACC
"verify_attribute(name[Money, Cash, Hoes], rating[good], instance_of[single])"," I remember you said Money, Cash, Hoes is a good song. Do you like most singles by the same artist?",1,instance_of,,3,66.66666666666666
"verify_attribute(name[As It Was], rating[excellent], from_album[Harry's House])",You said you love As It Was from Harry's House. Do you think all songs from this album are great too?,1,rating,,3,66.66666666666666
"verify_attribute(name[Money for Nothing], rating[excellent], is_from_album[True])",You seem to love Money for Nothing. Does this go for all songs from its album as well?,2,"rating, is_from_album",,3,33.33333333333333
"verify_attribute(name[I], rating[excellent], from_album[To Pimp a Butterfly])",You seem to really love I from To Pimp a Butterfly. Is this true for all songs from the album?,1,rating,,3,66.66666666666666
"verify_attribute(name[Littlest Things], rating[good], producer[Mark Ronson])",I know you liked Littlest Things. Is Mark Ronson's music always so good in your opinion?,0,,,3,100.0
"verify_attribute(name[Style], rating[excellent], producer[Max Martin])",You said you love Style by Max Martin. Do you usually like songs produced by Max Martin?,2,rating,producer,3,33.33333333333333
"verify_attribute(name[Break My Soul], rating[excellent], is_from_album[True])",I know you love Break My Soul. Do you also enjoy other songs from the same album?,2,"rating, is_from_album",,3,33.33333333333333
"verify_attribute(name[Take My Breath Away], rating[excellent], is_from_album[True])",You seem to really love Take My Breath Away. Is it true for other songs from its album as well?,1,rating,,3,66.66666666666666
"verify_attribute(name[Over It], rating[good], instance_of[single])",I remember you said that you love Over It. Do you generally enjoy this type of single song?,1,rating,,3,66.66666666666666
"verify_attribute(name[Blurred Lines], rating[excellent], from_album[Blurred Lines])",I know you love Blurred Lines. Do you think that all songs from the album Blurred Lines are excellent?,0,,,3,100.0
"verify_attribute(name[Every Breath You Take], rating[excellent], performer[The Police])",You seem to love Every Breath You Take by The Police. Do you enjoy all The Police songs in general?,2,rating,performer,3,33.33333333333333
"verify_attribute(name[Waka Waka], rating[excellent], producer[Shakira])",You told me you love Waka Waka. Are Shakira songs always that good in your opinion?,1,rating,,3,66.66666666666666
"verify_attribute(name[Viva la Vida], rating[excellent], is_from_album[True])",I know you love Viva la Vida. Is that the case for all songs from the same album?,2,"rating, is_from_album",,3,33.33333333333333
"verify_attribute(name[Stereotypes], rating[good], genres[Britpop])",I know you quite like Stereotypes. Do you generally have a good opinion of Britpop songs?,0,,,3,100.0
"verify_attribute(name[I Was Gonna Cancel], rating[good], from_album[Kiss Me Once])",You told me you like I Was Gonna Cancel. Does this sentiment extend to the other songs on the album Kiss Me Once?,1,rating,,3,66.66666666666666
"verify_attribute(name[We Are the World], rating[excellent], performer[USA for Africa])"," You love We Are the World, right? Is USA for Africa's music always so great in your opinion?",1,rating,,3,66.66666666666666
"verify_attribute(name[Que Calor], rating[excellent], record_label[Mad Decent])",You love Que Calor. Do you also think highly of other tracks from Mad Decent?,1,rating,,3,66.66666666666666
"verify_attribute(name[Anti-Hero], rating[excellent], record_label[Republic Records])",You said Anti-Hero was great. Do you think Republic Records always produces great songs?,1,rating,,3,66.66666666666666
"verify_attribute(name[Style], rating[excellent], instance_of[song])",I know you love the song Style. Is that true for all songs?,1,rating,,3,66.66666666666666
"verify_attribute(name[Right Here, Right Now], rating[good], genres[electro])"," I know you think Right Here, Right Now is great. Do you generally like electro songs?",1,rating,,3,66.66666666666666
"verify_attribute(name[Blinding Lights], rating[excellent], record_label[Republic Records])",You seem to love Blinding Lights. Do you think Republic Records always produces great music?,1,rating,,3,66.66666666666666
"verify_attribute(name[Old Town Road], rating[excellent], publication_year[2018])",You seemed to love Old Town Road. Is music from 2018 always that great in your opinion?,1,rating,,3,66.66666666666666
"verify_attribute(name[King of Sorrow], rating[excellent], genres[contemporary R&B])",You seem to love King of Sorrow. Do you think all contemporary R&B songs are great?,1,rating,,3,66.66666666666666
"verify_attribute(name[Somebody That I Used to Know], rating[excellent], performer[Gotye, Kimbra])",You said you really love Somebody That I Used to Know. Do you think that Gotye and Kimbra songs are always great?,2,"rating, performer",,3,33.33333333333333
"verify_attribute(name[Kings of the Wild Frontier], rating[good], producer[Chris Hughes])",You told me you really enjoy Kings of the Wild Frontier. Does that go for all songs produced by Chris Hughes?,1,rating,,3,66.66666666666666
"verify_attribute(name[The Way I Are], rating[excellent], genres[pop music])",I know you love The Way I Are. Do you also like other pop music songs?,1,rating,,3,66.66666666666666
"verify_attribute(name[Waka Waka], rating[excellent], producer[John Hill])",You love Waka Waka. Is it the same for all songs produced by John Hill?,1,rating,,3,66.66666666666666
"verify_attribute(name[King of Sorrow], rating[excellent], is_from_album[True])",I know you love King of Sorrow. Is the same true for all the songs from the same album?,1,rating,,3,66.66666666666666
"verify_attribute(name[Old Town Road], rating[excellent], instance_of[single])",I know you love Old Town Road. Do you think all singles by this artist are equally awesome?,2,"rating, instance_of",,3,33.33333333333333
"verify_attribute(name[In My Bed], rating[excellent], is_from_album[True])",You told me you really like In My Bed. Do you love songs from albums in general?,2,"rating, is_from_album",,3,33.33333333333333
"verify_attribute(name[Somebody That I Used to Know], rating[excellent], genres[indie pop])",I know you love Somebody That I Used to Know. Do you usually enjoy indie pop songs?,1,rating,,3,66.66666666666666
"verify_attribute(name[About Damn Time], rating[good], instance_of[single])",I know you said you like About Damn Time. Do you generally enjoy single songs as well?,1,rating,,3,66.66666666666666
"verify_attribute(name[For a Friend], rating[mediocre], from_album[Red])",You said that For a Friend was just okay. Is it typical of songs from Red that they are only average?,1,rating,,3,66.66666666666666
"verify_attribute(name[Habibi], rating[excellent], genres[dancehall])",You love Habibi. Do you think all dancehall songs are great?,1,rating,,3,66.66666666666666
"verify_attribute(name[Stereotypes], rating[good], publication_year[1996])"," Since you like Stereotypes, do you think songs from 1996 are usually good?",0,,,3,100.0
"verify_attribute(name[Wanna Get to Know You], rating[good], record_label[G-Unit Records])"," Since you like Wanna Get to Know You, do you have a good opinion of G-Unit Records in general?",0,,,3,100.0
"verify_attribute(name[We Are the World], rating[excellent], from_album[We Are the World])",I know you love We Are The World. Is every song from the We Are The World album equally amazing to you?,1,rating,,3,66.66666666666666
"verify_attribute(name[Kings of the Wild Frontier], rating[good], record_label[Sony Music])",I know you like Kings of the Wild Frontier. Do you usually enjoy songs on Sony Music?,1,rating,,3,66.66666666666666
"verify_attribute(name[Stargazing], rating[excellent], producer[Kygo])",You love Stargazing by Kygo. Do you enjoy all of Kygo's songs?,2,rating,producer,3,33.33333333333333
"verify_attribute(name[Right Here, Right Now], rating[good], from_album[Déjà Vu])"," I know that you love Right Here, Right Now. Are you a big fan of Déjà Vu as a whole?",1,rating,,3,66.66666666666666
"verify_attribute(name[Mr. Brightside], rating[excellent], publication_year[2003])",I know you love Mr. Brightside. Do you like all songs from 2003 in general?,1,rating,,3,66.66666666666666
"verify_attribute(name[I Was Gonna Cancel], rating[good], performer[Kylie Minogue])",You really enjoy I Was Gonna Cancel by Kylie Minogue. Is this your opinion of all her songs?,1,rating,,3,66.66666666666666
"verify_attribute(name[Marilyn Monroe], rating[excellent], is_from_album[True])",You told me you love Marilyn Monroe. Is this true for all the songs on the album as well?,1,rating,,3,66.66666666666666
"verify_attribute(name[Wanna Get to Know You], rating[good], is_from_album[True])",I remember you said you like Wanna Get to Know You. Do you think most songs on the same album are usually good?,1,is_from_album,,3,66.66666666666666
"verify_attribute(name[Right Here, Right Now], rating[good], instance_of[single])"," I know you like Right Here, Right Now. Do you generally enjoy other singles as well?",2,"rating, instance_of",,3,33.33333333333333
"verify_attribute(name[All or Nothing], rating[good], instance_of[single])",You really liked All or Nothing. Do you generally enjoy single songs?,1,rating,,3,66.66666666666666
"verify_attribute(name[About Damn Time], rating[good], producer[Ricky Reed])",I know you like About Damn Time. Do you usually enjoy songs by Ricky Reed?,1,rating,,3,66.66666666666666
"verify_attribute(name[Anti-Hero], rating[excellent], producer[Jack Antonoff])",You love Anti-Hero by Jack Antonoff. Do all of Jack Antonoff's songs get your seal of approval?,2,rating,producer,3,33.33333333333333
"verify_attribute(name[Stereotypes], rating[good], from_album[The Great Escape])",I recall that you said you liked Stereotypes. Do you enjoy other songs from The Great Escape album?,1,rating,,3,66.66666666666666
"verify_attribute(name[As It Was], rating[excellent], record_label[Columbia Records])",I know you love As It Was. Are all songs produced by Columbia Records equally great in your opinion?,1,rating,,3,66.66666666666666
"verify_attribute(name[Dog Eat Dog], rating[good], producer[Chris Hughes])",I know you like Dog Eat Dog. Do you generally enjoy music produced by Chris Hughes?,1,rating,,3,66.66666666666666
"verify_attribute(name[Habibi], rating[excellent], instance_of[single])",You love Habibi. Do you also have a great appreciation for other single songs?,1,rating,,3,66.66666666666666
"verify_attribute(name[Space Oddity], rating[excellent], performer[David Bowie])",I know you love David Bowie's Space Oddity. Do you usually have an excellent opinion of songs by him?,0,,,3,100.0
"verify_attribute(name[So Good], rating[excellent], performer[B.o.B])",You told me you love listening to So Good by B.o.B. Do you enjoy all of B.o.B.'s songs?,2,rating,performer,3,33.33333333333333
"verify_attribute(name[King of Sorrow], rating[excellent], from_album[Lovers Rock])",You love King of Sorrow from Lovers Rock. Do you think the rest of the album is as good?,1,rating,,3,66.66666666666666
"verify_attribute(name[All or Nothing], rating[good], from_album[Girl You Know It's True])",I know you said you like All or Nothing. Do you generally enjoy Girl You Know It's True songs?,1,rating,,3,66.66666666666666
"verify_attribute(name[Stargazing], rating[excellent], is_from_album[True])",You said you love Stargazing. Are all songs from the same album amazing to you?,2,"rating, is_from_album",,3,33.33333333333333
"verify_attribute(name[I], rating[excellent], instance_of[single])",I know you love I. Is this true for all of your favorite songs?,2,"rating, instance_of",,3,33.33333333333333
"verify_attribute(name[Space Oddity], rating[excellent], from_album[David Bowie])",You said you love Space Oddity - is that true for all the songs from the David Bowie album?,1,rating,,3,66.66666666666666
"verify_attribute(name[Stargazing], rating[excellent], instance_of[single])",I know you love Stargazing. Are all of your favorite songs singles?,2,"rating, instance_of",,3,33.33333333333333
"verify_attribute(name[I], rating[excellent], publication_year[2014])",I know you love I. Do you have a strong preference for songs from 2014 in general?,1,rating,,3,66.66666666666666
"verify_attribute(name[Somebody That I Used to Know], rating[excellent], producer[Gotye])",I remember you really loved Somebody That I Used to Know. Do you always enjoy songs produced by Gotye?,1,rating,,3,66.66666666666666
"verify_attribute(name[About Damn Time], rating[good], publication_year[2022])",I know you said you like About Damn Time. Is 2022 a good year for music in your opinion?,0,,,3,100.0
"verify_attribute(name[I], rating[excellent], record_label[Aftermath Entertainment])",I recall you said you love I. Do you think Aftermath Entertainment releases good music in general?,1,rating,,3,66.66666666666666
